symbol,entry_price,exit_price,pnl_pct,holding_hours,entry_kst,exit_kst
META,552.7,566.6,2.514926723358056,168.0,2026-08-18T22:50:00+09:00,2026-08-25T22:50:00+09:00
APO,133.0,131.3,-1.2781954887217961,168.0,2026-08-18T22:55:00+09:00,2026-08-25T22:55:00+09:00
CL,91.32,91.56,0.2628120893561204,168.0,2026-08-18T23:00:00+09:00,2026-08-25T23:00:00+09:00
PSX,240.2,239.0,-0.49958368026643996,168.0,2026-08-18T23:00:00+09:00,2026-08-25T23:00:00+09:00
CHD,98.98,101.7,2.748029905031318,167.67,2026-08-18T23:10:00+09:00,2026-08-25T22:50:00+09:00
ROK,438.9,431.3,-1.731601731601724,168.0,2026-08-18T23:25:00+09:00,2026-08-25T23:25:00+09:00
SLB,53.83,53.69,-0.26007802340702313,168.0,2026-08-18T23:40:00+09:00,2026-08-25T23:40:00+09:00
GWW,1315.0,1308.0,-0.532319391634981,168.0,2026-08-18T23:55:00+09:00,2026-08-25T23:55:00+09:00
HAL,34.92,34.06,-2.4627720504009147,168.0,2026-08-18T23:55:00+09:00,2026-08-25T23:55:00+09:00
DLTR,131.7,133.0,0.9870918754745722,167.67,2026-08-19T02:50:00+09:00,2026-08-26T02:30:00+09:00
CLX,106.5,104.9,-1.5023474178403702,168.0,2026-08-19T02:55:00+09:00,2026-08-26T02:55:00+09:00
VTRS,16.37,16.66,1.7715332926084248,168.0,2026-08-19T04:40:00+09:00,2026-08-26T04:40:00+09:00
O,62.28,62.94,1.0597302504816901,168.0,2026-08-19T04:50:00+09:00,2026-08-26T04:50:00+09:00
TSCO,35.06,35.48,1.1979463776383188,168.0,2026-08-19T05:00:00+09:00,2026-08-26T05:00:00+09:00
HPE,52.59,53.67,2.0536223616657123,144.33,2026-08-19T23:15:00+09:00,2026-08-25T23:35:00+09:00
MCK,863.1,898.2,4.066736183524507,149.42,2026-08-19T23:15:00+09:00,2026-08-26T04:40:00+09:00
HAS,94.71,96.59,1.9850068630556539,146.42,2026-08-19T23:30:00+09:00,2026-08-26T01:55:00+09:00
ED,109.0,107.2,-1.651376146788988,147.0,2026-08-19T23:40:00+09:00,2026-08-26T02:40:00+09:00
HIG,138.8,138.4,-0.2881844380403499,148.92,2026-08-20T00:05:00+09:00,2026-08-26T05:00:00+09:00
CDNS,317.5,327.3,3.0866141732283503,145.08,2026-08-20T00:15:00+09:00,2026-08-26T01:20:00+09:00
SBAC,181.0,185.1,2.2651933701657425,142.33,2026-08-20T00:30:00+09:00,2026-08-25T22:50:00+09:00
MA,581.0,596.7,2.702237521514638,143.0,2026-08-20T01:00:00+09:00,2026-08-26T00:00:00+09:00
APD,303.6,304.1,0.16469038208168643,145.58,2026-08-20T01:00:00+09:00,2026-08-26T02:35:00+09:00
ERIE,268.4,259.4,-3.3532041728763042,147.67,2026-08-20T01:00:00+09:00,2026-08-26T04:40:00+09:00
UNP,306.1,310.2,1.339431558314265,147.75,2026-08-20T01:00:00+09:00,2026-08-26T04:45:00+09:00
ALL,260.4,257.3,-1.1904761904761774,146.0,2026-08-20T01:20:00+09:00,2026-08-26T03:20:00+09:00
COO,77.01,74.53,-3.2203609920789558,141.33,2026-08-20T01:30:00+09:00,2026-08-25T22:50:00+09:00
DOV,201.5,201.3,-0.09925558312654523,143.5,2026-08-20T01:40:00+09:00,2026-08-26T01:10:00+09:00
MRK,151.2,155.9,3.10846560846562,145.0,2026-08-20T02:50:00+09:00,2026-08-26T03:50:00+09:00
AWK,139.0,137.7,-0.9352517985611591,144.42,2026-08-20T03:10:00+09:00,2026-08-26T03:35:00+09:00
LEN,87.28,88.35,1.2259395050412387,140.83,2026-08-20T04:10:00+09:00,2026-08-26T01:00:00+09:00
FOXA,67.99,69.71,2.529783791734077,141.0,2026-08-20T04:50:00+09:00,2026-08-26T01:50:00+09:00
RMD,231.1,236.8,2.466464733881444,124.92,2026-08-20T22:55:00+09:00,2026-08-26T03:50:00+09:00
DGX,245.0,242.7,-0.9387755102040863,121.83,2026-08-20T23:05:00+09:00,2026-08-26T00:55:00+09:00
APTV,47.8,46.17,-3.4100418410041753,120.42,2026-08-20T23:25:00+09:00,2026-08-25T23:50:00+09:00
CTSH,61.23,63.07,3.0050628776743484,122.17,2026-08-21T00:10:00+09:00,2026-08-26T02:20:00+09:00
PANW,357.0,345.9,-3.109243697478998,119.5,2026-08-21T00:10:00+09:00,2026-08-25T23:40:00+09:00
CRWD,191.4,183.3,-4.2319749216300915,122.08,2026-08-21T00:45:00+09:00,2026-08-26T02:50:00+09:00
LMT,575.1,557.1,-3.1298904538341157,122.17,2026-08-21T01:10:00+09:00,2026-08-26T03:20:00+09:00
PODD,149.1,143.1,-4.0241448692152915,117.67,2026-08-21T01:10:00+09:00,2026-08-25T22:50:00+09:00
KEYS,314.6,316.1,0.47679593134138587,117.67,2026-08-21T01:10:00+09:00,2026-08-25T22:50:00+09:00
BIIB,217.2,219.8,1.1970534069981689,116.42,2026-08-21T02:40:00+09:00,2026-08-25T23:05:00+09:00
CMCSA,26.42,27.21,2.990158970476908,119.42,2026-08-21T03:25:00+09:00,2026-08-26T02:50:00+09:00
JNJ,269.5,272.3,1.038961038961043,115.92,2026-08-21T03:55:00+09:00,2026-08-25T23:50:00+09:00
GEV,956.9,925.7,-3.260528790887233,119.83,2026-08-21T04:00:00+09:00,2026-08-26T03:50:00+09:00
DDOG,233.7,225.6,-3.465982028241333,114.42,2026-08-21T04:40:00+09:00,2026-08-25T23:05:00+09:00
CTAS,203.7,205.9,1.080019636720676,114.42,2026-08-21T04:40:00+09:00,2026-08-25T23:05:00+09:00
TXT,84.47,81.68,-3.3029477921155346,119.17,2026-08-21T04:55:00+09:00,2026-08-26T04:05:00+09:00
BMY,65.7,67.46,2.6788432267884184,116.0,2026-08-21T04:55:00+09:00,2026-08-26T00:55:00+09:00
SOLV,88.61,90.53,2.1667983297596227,96.17,2026-08-21T22:55:00+09:00,2026-08-25T23:05:00+09:00
PNC,243.3,243.2,-0.04110152075627733,95.92,2026-08-21T22:55:00+09:00,2026-08-25T22:50:00+09:00
STT,186.2,191.6,2.90010741138561,98.42,2026-08-21T22:55:00+09:00,2026-08-26T01:20:00+09:00
RDDT,152.7,157.4,3.0779305828421855,97.08,2026-08-21T22:55:00+09:00,2026-08-26T00:00:00+09:00
AVGO,366.9,355.5,-3.107113654946846,101.5,2026-08-21T23:10:00+09:00,2026-08-26T04:40:00+09:00
VEEV,248.0,245.3,-1.0887096774193503,96.0,2026-08-21T23:40:00+09:00,2026-08-25T23:40:00+09:00
ROST,235.6,239.3,1.57045840407471,97.33,2026-08-21T23:40:00+09:00,2026-08-26T01:00:00+09:00
RTX,211.3,209.7,-0.7572172266919179,98.75,2026-08-21T23:55:00+09:00,2026-08-26T02:40:00+09:00
CF,130.6,126.4,-3.2159264931087206,94.75,2026-08-22T00:35:00+09:00,2026-08-25T23:20:00+09:00
