symbol,entry_price,exit_price,pnl_pct,holding_hours,entry_kst,exit_kst
AMP,564.5,559.1,-0.9565987599645664,168.0,2026-08-14T00:05:00+09:00,2026-08-21T00:05:00+09:00
EXC,45.57,45.55,-0.04388852315120282,168.0,2026-08-14T00:05:00+09:00,2026-08-21T00:05:00+09:00
EXE,94.73,96.09,1.43565924205637,168.0,2026-08-14T00:05:00+09:00,2026-08-21T00:05:00+09:00
WM,226.6,225.1,-0.6619593998234775,168.0,2026-08-14T00:20:00+09:00,2026-08-21T00:20:00+09:00
NDSN,308.6,330.1,6.96694750486066,168.0,2026-08-14T00:20:00+09:00,2026-08-21T00:20:00+09:00
KVUE,19.11,18.99,-0.6279434850863475,168.0,2026-08-14T00:55:00+09:00,2026-08-21T00:55:00+09:00
MNST,46.68,47.4,1.5424164524421569,168.0,2026-08-14T00:55:00+09:00,2026-08-21T00:55:00+09:00
KHC,25.03,25.58,2.197363164202945,165.42,2026-08-14T01:20:00+09:00,2026-08-20T22:45:00+09:00
SNPS,415.0,398.1,-4.072289156626501,165.08,2026-08-14T01:40:00+09:00,2026-08-20T22:45:00+09:00
STT,189.8,185.7,-2.1601685985247747,168.0,2026-08-14T02:00:00+09:00,2026-08-21T02:00:00+09:00
XEL,79.24,78.97,-0.3407370015143817,168.0,2026-08-14T02:00:00+09:00,2026-08-21T02:00:00+09:00
MDLZ,63.36,64.54,1.8623737373737483,168.0,2026-08-14T02:25:00+09:00,2026-08-21T02:25:00+09:00
UDR,37.72,37.78,0.15906680805939097,168.0,2026-08-14T02:25:00+09:00,2026-08-21T02:25:00+09:00
KDP,30.92,31.82,2.9107373868046524,168.0,2026-08-14T02:50:00+09:00,2026-08-21T02:50:00+09:00
BNY,162.0,159.0,-1.8518518518518516,168.0,2026-08-14T03:10:00+09:00,2026-08-21T03:10:00+09:00
NDAQ,96.43,98.15,1.7836772788551267,168.0,2026-08-14T03:30:00+09:00,2026-08-21T03:30:00+09:00
RJF,180.8,175.1,-3.152654867256646,165.33,2026-08-14T04:00:00+09:00,2026-08-21T01:20:00+09:00
OMC,87.46,86.89,-0.6517265035444697,168.0,2026-08-14T04:10:00+09:00,2026-08-21T04:10:00+09:00
WST,347.3,358.3,3.1672905269219696,164.75,2026-08-14T04:15:00+09:00,2026-08-21T01:00:00+09:00
CSX,50.24,50.99,1.4928343949044587,168.0,2026-08-14T04:30:00+09:00,2026-08-21T04:30:00+09:00
HD,341.5,333.7,-2.284040995607617,168.0,2026-08-14T04:45:00+09:00,2026-08-21T04:45:00+09:00
WSM,244.0,234.8,-3.770491803278684,162.0,2026-08-14T04:45:00+09:00,2026-08-20T22:45:00+09:00
SOLV,86.77,89.02,2.593062118243633,165.33,2026-08-14T05:00:00+09:00,2026-08-21T02:20:00+09:00
J,144.3,147.8,2.425502425502425,164.0,2026-08-14T05:00:00+09:00,2026-08-21T01:00:00+09:00
RL,387.5,365.4,-5.703225806451619,143.08,2026-08-14T23:40:00+09:00,2026-08-20T22:45:00+09:00
DVA,181.7,175.6,-3.357182168409463,143.67,2026-08-15T00:00:00+09:00,2026-08-20T23:40:00+09:00
IVZ,32.38,31.25,-3.489808523780119,148.75,2026-08-15T00:05:00+09:00,2026-08-21T04:50:00+09:00
BSX,52.16,50.3,-3.5659509202453976,143.5,2026-08-15T00:05:00+09:00,2026-08-20T23:35:00+09:00
PRU,125.1,121.0,-3.277378097521978,142.42,2026-08-15T00:20:00+09:00,2026-08-20T22:45:00+09:00
CASY,857.8,823.2,-4.033574259734193,141.92,2026-08-15T00:50:00+09:00,2026-08-20T22:45:00+09:00
CHRW,148.7,143.6,-3.4297242770679186,141.33,2026-08-15T01:25:00+09:00,2026-08-20T22:45:00+09:00
MGM,44.28,42.91,-3.0939476061427387,141.17,2026-08-15T01:35:00+09:00,2026-08-20T22:45:00+09:00
VLTO,97.44,100.4,3.037766830870287,142.92,2026-08-15T02:05:00+09:00,2026-08-21T01:00:00+09:00
DG,123.6,119.2,-3.5598705501618055,139.67,2026-08-15T03:05:00+09:00,2026-08-20T22:45:00+09:00
LII,422.2,408.7,-3.1975367124585508,141.33,2026-08-15T04:30:00+09:00,2026-08-21T01:50:00+09:00
CMCSA,26.2,26.3,0.38167938931298256,138.75,2026-08-15T05:00:00+09:00,2026-08-20T23:45:00+09:00
MS,218.5,210.7,-3.5697940503432544,74.17,2026-08-17T22:50:00+09:00,2026-08-21T01:00:00+09:00
PCG,17.73,18.21,2.7072758037225064,74.92,2026-08-17T22:55:00+09:00,2026-08-21T01:50:00+09:00
WY,24.14,24.72,2.4026512013255936,77.92,2026-08-17T22:55:00+09:00,2026-08-21T04:50:00+09:00
APTV,49.56,47.7,-3.7530266343825653,72.08,2026-08-17T23:00:00+09:00,2026-08-20T23:05:00+09:00
NOC,583.7,564.4,-3.3064930615042085,77.33,2026-08-17T23:00:00+09:00,2026-08-21T04:20:00+09:00
TTD,13.65,13.21,-3.2234432234432195,73.83,2026-08-17T23:10:00+09:00,2026-08-21T01:00:00+09:00
ISRG,393.2,378.5,-3.738555442522886,74.67,2026-08-17T23:40:00+09:00,2026-08-21T02:20:00+09:00
SJM,119.3,123.2,3.2690695725062917,71.33,2026-08-18T00:20:00+09:00,2026-08-20T23:40:00+09:00
EQT,52.81,54.33,2.8782427570535805,70.58,2026-08-18T00:40:00+09:00,2026-08-20T23:15:00+09:00
KMI,32.75,31.69,-3.236641221374042,71.33,2026-08-18T01:15:00+09:00,2026-08-21T00:35:00+09:00
OXY,59.03,61.84,4.760291377265801,67.67,2026-08-18T03:25:00+09:00,2026-08-20T23:05:00+09:00
DOC,20.61,21.18,2.765647743813684,73.42,2026-08-18T03:25:00+09:00,2026-08-21T04:50:00+09:00
DRI,225.2,217.7,-3.330373001776199,68.08,2026-08-18T03:35:00+09:00,2026-08-20T23:40:00+09:00
HLT,327.7,335.2,2.2886786695148,66.83,2026-08-18T03:55:00+09:00,2026-08-20T22:45:00+09:00
DVN,47.44,49.5,4.342327150084322,67.58,2026-08-18T04:05:00+09:00,2026-08-20T23:40:00+09:00
WMB,74.01,71.69,-3.134711525469541,69.42,2026-08-18T04:10:00+09:00,2026-08-21T01:35:00+09:00
HWM,289.7,280.6,-3.1411805315843857,68.17,2026-08-18T04:25:00+09:00,2026-08-21T00:35:00+09:00
LMT,595.6,573.9,-3.6433848220282146,68.58,2026-08-18T04:25:00+09:00,2026-08-21T01:00:00+09:00
BAC,64.41,62.36,-3.182735600062098,52.92,2026-08-18T22:55:00+09:00,2026-08-21T03:50:00+09:00
STZ,130.1,134.1,3.0745580322828596,50.83,2026-08-18T23:00:00+09:00,2026-08-21T01:50:00+09:00
