symbol,entry_price,exit_price,pnl_pct,holding_hours,entry_kst,exit_kst
101730,4074.0,3941.0,-3.264604810996564,168.0,2026-09-03T09:05:00+09:00,2026-09-10T09:05:00+09:00
021240,98799.0,95205.0,-3.6376886405732853,164.67,2026-09-03T13:25:00+09:00,2026-09-10T10:05:00+09:00
032640,14925.0,14805.0,-0.8040201005025126,168.0,2026-09-03T13:50:00+09:00,2026-09-10T13:50:00+09:00
001800,25275.0,25375.0,0.3956478733926805,168.0,2026-09-03T14:35:00+09:00,2026-09-10T14:35:00+09:00
011200,21171.0,20829.0,-1.615417316140003,168.0,2026-09-03T14:35:00+09:00,2026-09-10T14:35:00+09:00
071320,75676.0,74725.0,-1.2566731856863471,168.0,2026-09-03T14:45:00+09:00,2026-09-10T14:45:00+09:00
222080,7558.0,7652.0,1.243715268589574,161.67,2026-09-03T15:25:00+09:00,2026-09-10T09:05:00+09:00
064350,126727.0,122477.0,-3.353665753943516,143.33,2026-09-04T09:45:00+09:00,2026-09-10T09:05:00+09:00
002790,26076.0,25225.0,-3.2635373523546556,143.5,2026-09-04T10:05:00+09:00,2026-09-10T09:35:00+09:00
009970,168769.0,162937.0,-3.4556109238070976,145.0,2026-09-04T10:05:00+09:00,2026-09-10T11:05:00+09:00
011780,125625.0,128471.0,2.2654726368159204,140.58,2026-09-04T13:00:00+09:00,2026-09-10T09:35:00+09:00
121600,47447.0,48701.0,2.642948974645394,139.5,2026-09-04T13:35:00+09:00,2026-09-10T09:05:00+09:00
298020,343843.0,330669.0,-3.831399795837054,140.42,2026-09-04T14:10:00+09:00,2026-09-10T10:35:00+09:00
293490,8929.0,9261.0,3.718221525366782,77.0,2026-09-07T09:20:00+09:00,2026-09-10T14:20:00+09:00
000100,80981.0,78022.0,-3.6539435176152426,72.92,2026-09-07T09:40:00+09:00,2026-09-10T10:35:00+09:00
475830,54554.0,52248.0,-4.227004435971698,71.42,2026-09-07T09:40:00+09:00,2026-09-10T09:05:00+09:00
323410,21922.0,21229.0,-3.161207918985494,72.75,2026-09-07T09:50:00+09:00,2026-09-10T10:35:00+09:00
000250,166366.0,160839.0,-3.322193236598824,69.83,2026-09-07T11:15:00+09:00,2026-09-10T09:05:00+09:00
074600,27277.0,26124.0,-4.227004435971698,69.83,2026-09-07T11:15:00+09:00,2026-09-10T09:05:00+09:00
005850,51852.0,50150.0,-3.2824191930880193,71.5,2026-09-07T11:35:00+09:00,2026-09-10T11:05:00+09:00
067160,38038.0,36813.0,-3.220463746779536,68.83,2026-09-07T12:45:00+09:00,2026-09-10T09:35:00+09:00
171090,67768.0,65534.0,-3.2965411403612324,68.92,2026-09-07T13:10:00+09:00,2026-09-10T10:05:00+09:00
065350,31081.0,29970.0,-3.5745310639940797,67.92,2026-09-07T13:10:00+09:00,2026-09-10T09:05:00+09:00
326030,84384.0,81618.0,-3.277872582480091,68.92,2026-09-07T13:10:00+09:00,2026-09-10T10:05:00+09:00
237690,91792.0,88412.0,-3.682238103538435,68.92,2026-09-07T13:10:00+09:00,2026-09-10T10:05:00+09:00
095340,189289.0,196004.0,3.5474855908161596,71.75,2026-09-07T13:15:00+09:00,2026-09-10T13:00:00+09:00
068760,40440.0,39860.0,-1.434223541048467,68.67,2026-09-07T13:35:00+09:00,2026-09-10T10:15:00+09:00
226950,98298.0,93906.0,-4.4680461453946165,66.92,2026-09-07T14:40:00+09:00,2026-09-10T09:35:00+09:00
003090,16767.0,16244.0,-3.1192222818631836,48.5,2026-09-08T09:35:00+09:00,2026-09-10T10:05:00+09:00
007340,44645.0,43207.0,-3.2209653936611042,48.5,2026-09-08T09:35:00+09:00,2026-09-10T10:05:00+09:00
214450,371371.0,359640.0,-3.1588357733910293,47.5,2026-09-08T09:35:00+09:00,2026-09-10T09:05:00+09:00
161890,139940.0,135165.0,-3.4121766471344865,49.0,2026-09-08T09:35:00+09:00,2026-09-10T10:35:00+09:00
078600,85485.0,85614.0,0.1509036673100544,51.0,2026-09-08T09:35:00+09:00,2026-09-10T12:35:00+09:00
058610,93193.0,95504.0,2.4797999849774124,49.0,2026-09-08T09:35:00+09:00,2026-09-10T10:35:00+09:00
058470,70270.0,71928.0,2.359470613348513,51.42,2026-09-08T09:35:00+09:00,2026-09-10T13:00:00+09:00
035420,215715.0,208292.0,-3.441114433395916,47.42,2026-09-08T09:40:00+09:00,2026-09-10T09:05:00+09:00
002030,204704.0,204795.0,0.04445443176488979,49.92,2026-09-08T09:40:00+09:00,2026-09-10T11:35:00+09:00
005290,41592.0,41658.0,0.15868436237738026,48.17,2026-09-08T09:55:00+09:00,2026-09-10T10:05:00+09:00
015760,33784.0,32567.0,-3.6022969452995506,48.67,2026-09-08T09:55:00+09:00,2026-09-10T10:35:00+09:00
078340,30931.0,32867.0,6.259092819501472,48.17,2026-09-08T09:55:00+09:00,2026-09-10T10:05:00+09:00
036830,42092.0,42258.0,0.3943742278817827,46.92,2026-09-08T10:10:00+09:00,2026-09-10T09:05:00+09:00
006730,11141.0,10719.0,-3.7878107889776502,46.92,2026-09-08T10:10:00+09:00,2026-09-10T09:05:00+09:00
214150,32132.0,30919.0,-3.7750529067596164,46.83,2026-09-08T10:15:00+09:00,2026-09-10T09:05:00+09:00
042660,87788.0,84515.0,-3.7282999954435687,48.25,2026-09-08T10:20:00+09:00,2026-09-10T10:35:00+09:00
128940,474474.0,481018.0,1.3792115057937844,46.0,2026-09-08T11:05:00+09:00,2026-09-10T09:05:00+09:00
000880,140640.0,135964.0,-3.324800910125142,46.33,2026-09-08T11:45:00+09:00,2026-09-10T10:05:00+09:00
120110,56707.0,54845.0,-3.2835452413282313,46.33,2026-09-08T11:45:00+09:00,2026-09-10T10:05:00+09:00
241710,124725.0,119081.0,-4.525155341751854,44.0,2026-09-08T13:05:00+09:00,2026-09-10T09:05:00+09:00
006800,35836.0,34316.0,-4.241544815269561,44.0,2026-09-08T13:05:00+09:00,2026-09-10T09:05:00+09:00
445680,49199.0,47303.0,-3.853736864570418,44.0,2026-09-08T13:05:00+09:00,2026-09-10T09:05:00+09:00
483650,183483.0,176024.0,-4.065226751252159,44.5,2026-09-08T13:05:00+09:00,2026-09-10T09:35:00+09:00
247540,108008.0,113187.0,4.79501518406044,44.0,2026-09-08T13:05:00+09:00,2026-09-10T09:05:00+09:00
443060,213713.0,236763.0,10.785492693472087,49.08,2026-09-08T13:15:00+09:00,2026-09-10T14:20:00+09:00
000150,1287286.0,1319679.0,2.516379421511614,49.08,2026-09-08T13:15:00+09:00,2026-09-10T14:20:00+09:00
034020,91892.0,88611.0,-3.5704957994167064,44.83,2026-09-08T13:15:00+09:00,2026-09-10T10:05:00+09:00
033500,17157.0,16484.0,-3.922597190651046,43.83,2026-09-08T13:15:00+09:00,2026-09-10T09:05:00+09:00
085660,8313.0,8012.0,-3.6208348370022856,43.17,2026-09-08T13:55:00+09:00,2026-09-10T09:05:00+09:00
003670,185385.0,191308.0,3.1949726245381234,43.17,2026-09-08T13:55:00+09:00,2026-09-10T09:05:00+09:00
095610,153453.0,159340.0,3.836353802141372,46.92,2026-09-08T14:05:00+09:00,2026-09-10T13:00:00+09:00
207940,1444443.0,1421577.0,-1.5830323522631216,44.33,2026-09-08T14:05:00+09:00,2026-09-10T10:25:00+09:00
028050,50450.0,48601.0,-3.6650148662041624,44.33,2026-09-08T14:15:00+09:00,2026-09-10T10:35:00+09:00
030520,17167.0,16593.0,-3.343624395642803,43.17,2026-09-08T14:25:00+09:00,2026-09-10T09:35:00+09:00
084370,142542.0,148651.0,4.2857543741493735,46.58,2026-09-08T14:25:00+09:00,2026-09-10T13:00:00+09:00
417200,11181.0,11199.0,0.16098738932116982,42.67,2026-09-08T14:25:00+09:00,2026-09-10T09:05:00+09:00
319400,22172.0,21429.0,-3.35107342594263,44.17,2026-09-08T14:25:00+09:00,2026-09-10T10:35:00+09:00
042700,250750.0,260240.0,3.784646061814556,46.42,2026-09-08T14:35:00+09:00,2026-09-10T13:00:00+09:00
